headword,CEFR,lemma
judo,B2,judo
jug,B1,jug
juice,A1,juice
juicy,B1,juicy
July,A1,July
jump,B2,jump
jump,A1,jump
jumper,B1,jumper
June,A1,June
jungle,B1,jungle
junior,A2,junior
junk,A2,junk
junk food,B2,junk
juror,B2,juror
jury,B2,jury
just,A1,just
justice,B1,justice
justify,B2,justify
kangaroo,B2,kangaroo
karaoke,B2,karaoke
keen,B2,keen
keep,A1,keep
keeper,B2,keeper
kerosene,B2,kerosene
kettle,B1,kettle
key,A1,key
key,A1,key
keyboard,B1,keyboard
keystroke,B2,keystroke
kick,A1,kick
kick,A1,kick
kid,A1,kid
kid,B1,kid
kill,A1,kill
killer,A2,killer
killing,B1,kill
kilo,A2,kilo
kilogram/kilogramme,A2,kilogram
kilometer/kilometre,A2,kilometer
kind,A2,kind
kind,A1,kind
kindly,A2,kindly
kindly,B1,kindly
kindness,B1,kindness
king,A1,king
kingdom,A2,kingdom
kiss,A1,kiss
kiss,B1,kiss
kit,A2,kit
kitchen,A1,kitchen
kite,A1,kite
kitten,B1,kitten
knee,A1,knee
kneel,B2,kneel
knife,A1,knife
knit,B1,knit
knock,A2,knock
knock,B1,knock
knot,B2,knot
know,A1,know
knowingly,B2,knowingly
knowledge,A2,knowledge
known,B2,know
lab,B1,lab
label,B2,label
labor/labour,A2,labor
laboratory,B1,laboratory
laborer/labourer,B2,laborer
lack,A2,lack
lack,B2,lack
ladder,B1,ladder
lady,A1,lady
lake,A2,lake
lamb,B1,lamb
lame,B2,lame
lamp,A2,lamp
lance,B2,lance
land,B1,land
land,A2,land
landing,B2,land
landlady,B2,landlady
landlord,B1,landlord
landscape,A2,landscape
landslide,B2,landslide
lane,A2,lane
language,A1,language
lap,B2,lap
laptop,B2,laptop
large,A1,large
largely,B1,largely
lark,B2,lark
laser,B2,laser
last,B1,last
last,A2,last
last,A2,last
last,B1,last
last minute,B2,last
last name,A1,last
lasting,B1,last
lastly,B2,lastly
last-minute,B2,last
late,A1,late
late,A1,late
latecomer,B1,latecomer
lately,B1,lately
later,B2,later
later,A1,later
latest,A2,late
latter,B2,latter
latter,A2,latter
latter,A2,latter
laugh,B1,laugh
laugh,A1,laugh
laughter,B1,laughter
launch,B1,launch
laundry,B2,laundry
lava,B2,lava
law,A2,law
lawful,B1,lawful
lawmaker,B2,lawmaker
lawn,B2,lawn
lawsuit,B2,lawsuit
lawyer,A2,lawyer
lay,B1,lie
layabout,B2,layabout
layer,B1,layer
laziness,A2,laziness
lazy,A1,lazy
lead,B1,lead
lead,A2,lead
lead,B1,lead
leader,A1,leader
leadership,B1,leadership
leading,B1,lead
leaf,A1,leaf
leaflet,B2,leaflet
league,B1,league
leak,B2,leak
leak,B2,leak
lean,B1,lean
lean,B2,lean
leap,B2,leap
leap,B1,leap
learn,A1,learn
learner,A2,learner
learning,B2,learn
lease,B2,lease
leash,B2,leash
least,B1,least
least,A2,least
least,B2,least
leather,A2,leather
leave,B1,leave
leave,A1,leave
lecture,B1,lecture
lecturer,B2,lecturer
leek,B2,leek
left,A1,leave
left,A2,leave
left,A2,leave
left-hand,A2,leave
leg,A1,leg
legal,B1,legal
legally,B1,legally
legend,B2,legend
legendary,B2,legendary
legislate,B2,legislate
legislation,B2,legislation
legislative,B2,legislative
legislator,B2,legislator
legislature,B2,legislature
legitimate,B2,legitimate
leisure,A2,leisure
leisurely,B2,leisurely
lemon,A2,lemon
lemonade,A2,lemonade
lend,A2,lend
length,B1,length
lengthen,B2,lengthen
lengthy,B2,lengthy
leopard,B2,leopard
less,A2,less
less,A2,less
less,A2,less
lessen,B1,lessen
lesson,A1,lesson
lest,B2,lest
let,A1,let
letter,A1,letter
lettuce,B1,lettuce
level,B1,level
level,A2,level
level,B2,level
liar,B1,liar
liberal,B2,liberal
liberate,B1,liberate
liberation,B1,liberation
liberty,A2,liberty
librarian,B1,librarian
library,A1,library
license/licence,A2,license
lick,B2,lick
lid,B2,lid
lie,B1,lie
lie,A2,lie
life,A1,life
lifeguard,B1,lifeguard
lifeless,B2,lifeless
lifelong,B1,lifelong
lifestyle,A2,lifestyle
lifetime,B2,lifetime
lift,B1,lift
lift,B1,lift
light,A1,light
light,A1,light
light,B1,light
lighten,B2,lighten
lighter,B1,lighter
lighting,B2,lighting
lightly,B1,lightly
lightning,B1,lightning
like,B1,like
like,A1,like
like,A1,like
likely,A2,likely
likeness,B1,likeness
likewise,B2,likewise
lily,A1,lily
limb,B2,limb
limit,B1,limit
limit,B1,limit
limitation,B1,limitation
limited,B1,limit
limp,B1,limp
line,A1,line
line,B2,line
linen,B2,linen
liner,B2,liner
ling,B2,le
linger,B2,linger
link,B1,link
link,B1,link
lion,A1,lion
lip,A2,lip
liquid,B1,liquid
liquid,B1,liquid
list,A1,list
list,B2,list
listen,A1,listen
listener,B2,listener
liter/litre,A2,liter
literal,B2,literal
literally,B2,literally
literary,B1,literary
literature,B1,literature
litter,B2,litter
little,A1,little
little,A1,little
little,B1,little
little,B1,little
live,B1,live
live,A1,live
lively,A2,lively
liver,B1,liver
living,A1,live
living,B2,live
living room,A1,living
load,A2,load
load,B2,load
loaf,B1,loaf
loan,B2,loan
lobby,B2,lobby
local,A2,local
locate,B1,locate
location,B1,location
lock,A2,lock
lock,B1,lock
lodge,B1,lodge
log,B1,log
logic,B1,logic
logical,A2,logical
logo,B1,logo
loneliness,B2,loneliness
lonely,A1,lonely
long,A1,long
long,A2,long
long-distance,B2,long
long-term,B2,long
look,A1,look
look,A1,look
loose,A2,loose
loosely,B2,loosely
lorry,B1,lorry
lose,A2,lose
loss,B1,loss
lost,A2,lose
lot,A1,lot
lot,A2,lot
lot,A1,lot
lottery,B1,lottery
loud,B1,loud
loud,B1,loud
loudly,A2,loudly
loudspeaker,B1,loudspeaker
lousy,B2,lousy
love,A1,love
love,A1,love
lovely,A1,lovely
lover,A2,lover
lovingly,B1,lovingly
low,A2,low
low,A2,low
lower,B2,lower
lowland,B2,lowland
loyal,B1,loyal
loyalty,B1,loyalty
luck,A1,luck
luckily,A2,luckily
lucky,A1,lucky
lucrative,B2,lucrative
luggage,B1,luggage
lunch,A1,lunch
lunchtime,A2,lunchtime
lung,B1,lung
lush,B2,lush
luxurious,B2,luxurious
luxury,B2,luxury
luxury,B1,luxury
lyric,A2,lyric
lyrics,B2,lyric
'm,A1,'
machine,A1,machine
mad,A2,mad
madam,B2,madam
madame,B2,madame
madness,B2,madness
maestro,B2,maestro
magazine,A1,magazine
magic,A2,magic
magic,A2,magic
magical,B1,magical
magician,B1,magician
magnificent,B1,magnificent
magnify,B2,magnify
mail,A1,mail
mail,B1,mail
mailbox,B1,mailbox
main,B1,main
main course,A2,main
mainly,A2,mainly
maintain,B1,maintain
maintenance,B1,maintenance
major,A2,major
major,B2,major
majority,B1,majority
make,B2,make
make,A1,make
maker,A2,maker
make-up,A2,make
malady,B2,malady
malaria,B2,malaria
male,B1,male
male,A2,male
mall,A2,mall
mama/mamma,B2,mama
man,A1,man
manage,A2,manage
management,B1,management
manager,A2,manager
mango,B2,mango
manipulate,B2,manipulate
mankind,B1,mankind
manner,A2,manner
mansion,B2,mansion
manual,B2,manual
manual,B2,manual
manufacture,B2,manufacture
manufacture,B2,manufacture
manufacturer,B2,manufacturer
manufacturing,B2,manufacture
many,A1,many
many,A1,many
map,A1,map
maple,B1,maple
marathon,B2,marathon
marble,B1,marble
March,A1,March
march,B1,march
march,B1,march
margin,B2,margin
marine,B1,marine
mark,A2,mark
mark,A2,mark
marked,B1,mark
market,A2,market
market,B1,market
marketing,B2,marketing
marriage,B1,marriage
married,A2,marry
marry,A2,marry
martial art,B2,martial
marvelous/marvellous,A2,marvelous
mash,B1,mash
mask,B2,mask
mass,B1,mass
mass,B2,mass
massacre,B2,massacre
massage,B2,massage
masseur,B2,masseur
massive,B1,massive
master,B2,master
masterpiece,B2,masterpiece
mastery,B2,mastery
match,A1,match
match,B1,match
mate,B2,mate
material,A2,material
math/maths,A1,math
mathematical,B2,mathematical
mathematician,B1,mathematician
mathematics,B1,mathematics
matter,A1,matter
matter,A2,matter
mature,B2,mature
mausoleum,B2,mausoleum
max,A2,max
maximum,B1,maximum
maximum,B1,maximum
may,A1,may
May,A1,may
maybe,A1,maybe
mayor,B1,mayor
me,A1,I
meal,A1,meal
mean,A2,mean
mean,B2,mean
mean,A1,mean
meaning,A2,mean
meaningful,B1,meaningful
means,B2,mean
meanwhile,B1,meanwhile
measure,B1,measure
measure,B1,measure
measurement,B1,measurement
meat,A1,meat
mechanic,B1,mechanic
mechanical,B1,mechanical
mechanize/mechanise,B2,mechanize
medal,A2,medal
media,B2,medium
medical,A2,medical
medication,B2,medication
medicine,A1,medicine
medieval/mediaeval,B2,medieval
mediocre,B2,mediocre
meditate,B1,meditate
meditation,B1,meditation
Mediterranean,B1,Mediterranean
medium,B1,medium
medium,B1,medium
meet,A1,meet
meeting,A1,meeting
melody,B2,melody
melon,A2,melon
melt,B1,melt
member,A2,member
membership,B1,membership
memorable,B1,memorable
memorial,B2,memorial
memorize/memorise,B1,memorize
memory,A1,memory
mend,B1,mend
mental,B1,mental
mentally,B1,mentally
mention,A2,mention
mention,B1,mention
mentor,B2,mentor
menu,A2,menu
merchandise,B2,merchandise
merchant,B1,merchant
mercy,B2,mercy
mere,B1,mere
merely,B1,merely
merge,B2,merge
merger,B2,merger
merry,A1,merry
mess,B1,mess
mess,B2,mess
message,A1,message
message board,B1,message
messenger,B2,messenger
messy,B1,messy
metal,A2,metal
metaphor,B2,metaphor
meter/metre,A2,meter
method,A2,method
metric,B2,metric
micro,B2,micro
microbe,B2,microbe
microcomputer,B2,microcomputer
micrometer/micrometre,B2,micrometer
microorganism,B2,microorganism
microphone,B2,microphone
microscope,B2,microscope
microscopic,B2,microscopic
microscopy,B2,microscopy
microwave,B2,microwave
midday,A2,midday
middle,A1,middle
middle,A2,middle
middle-aged,B1,middle
midnight,A2,midnight
midst,B2,midst
might,A2,might
mighty,B2,mighty
migration,B2,migration
mild,B1,mild
mile,B1,mile
military,A2,military
milk,A1,milk
mill,B2,mill
millimeter/millimetre,B2,millimeter
million,A2,million
millionaire,B2,millionaire
mimic,B2,mimic
mind,A1,mind
mind,A2,mind
mine,B2,mine
mine,A1,mine
mineral,B1,mineral
mineral water,A2,mineral
miniature,B2,miniature
minimize/minimise,B1,minimize
minimum,B1,minimum
minimum,B1,minimum
minister,B2,minister
minor,B1,minor
minority,B1,minority
mint,B2,mint
minus,B1,minus
minute,A1,minute
miracle,B1,miracle
mirror,A2,mirror
mischief,B1,mischief
misconception,B2,misconception
miserable,B1,miserable
misery,B1,misery
misfortune,B2,misfortune
mislead,B1,mislead
misleading,B2,mislead
Miss,A1,Miss
miss,A1,miss
missile,B2,missile
missing,A2,miss
mission,B1,mission
mist,B2,mist
mistake,A2,mistake
mistreat,B2,mistreat
mistrustful,B2,mistrustful
misty,B1,misty
misunderstand,B2,misunderstand
misunderstanding,B1,misunderstand
mix,B2,mix
mix,A2,mix
mixing bowl,B1,mix
mixture,B2,mixture
mobile,A2,mobile
mobile,A1,mobile
mobile phone,A1,mobile
mobility,B2,mobility
mock,B2,mock
modal verb/modal,B1,modal
model,B1,model
model,A2,model
model,B1,model
modem,B1,modem
moderate,B1,moderate
modern,A2,modern
modernization/modernisation,B2,modernization
modernize/modernise,B2,modernize
modest,B2,modest
modification,B2,modification
modify,B1,modify
mogul,B2,mogul
moisture,B1,moisture
mold/mould,B2,mold
molecule,B1,molecule
mom,A1,mom
moment,A1,moment
momentarily,B2,momentarily
momentary,B2,momentary
mommy/mommie,A1,mommy
monastery,B2,monastery
Monday,A1,Monday
money,A1,money
monitor,B1,monitor
monitor,B1,monitor
monk,B1,monk
monkey,A1,monkey
monster,B1,monster
month,A1,month
monthly,B1,monthly
monthly,B1,monthly
monument,B1,monument
mood,A2,mood
moody,B2,moody
moon,A1,moon
moonlight,B2,moonlight
moonscape,B2,moonscape
moral,B2,moral
moral,B1,moral
morality,B2,morality
morally,B2,morally
more,B1,more
more,A1,more
more,A1,more
moreover,B1,moreover
morning,A1,morning
mortal,B2,mortal
mortar,B2,mortar
mortgage,B2,mortgage
mortify,B2,mortify
mosque,A2,mosque
mosquito,B1,mosquito
moss,B1,moss
most,A2,most
most,A1,most
most,A2,most
mostly,A2,mostly
mother,A1,mother
mother-in-law,B2,mother
motherland,B1,motherland
motion,B2,motion
motionless,B1,motionless
motivate,B1,motivate
motivated,B2,motivate
motivation,B1,motivation
motive,B1,motive
motor,B1,motor
motorbike,B2,motorbike
motorcycle,B1,motorcycle
motorist,B2,motorist
motorway,A2,motorway
motto,B1,motto
mount,B1,mount
mount,B2,mount
mountain,A1,mountain
mountaintop,B1,mountaintop
mourn,B1,mourn
mournful,B2,mournful
mouse,A1,mouse
mouth,A1,mouth
move,A1,move
move,A2,move
movement,B1,movement
mover,B2,mover
movie,A1,movie
moving,B2,move
MP3 player,A2,mp3
Mr./Mr,A1,mr./mr
Mrs./Mrs,A1,mrs./mrs
Ms./Ms,A2,ms./ms
much,A1,much
much,A1,much
much,A1,much
mud,B1,mud
muddy,B2,muddy
mug,A2,mug
mule,B1,mule
multiple,B2,multiple
multiply,B2,multiply
mum,A1,mum
mumble,B2,mumble
mumble,B2,mumble
murder,A2,murder
murder,B1,murder
murderer,B1,murderer
murmur,B2,murmur
muscle,B1,muscle
muse,B2,muse
museum,A2,museum
mushroom,A2,mushroom
music,A1,music
musical,A2,musical
musical,B2,musical
musician,A1,musician
must,A1,must
mustache/moustache,B2,mustache
mustard,B1,mustard
mutability,B2,mutability
mutable,B2,mutable
mutter,B2,mutter
mutter,B2,mutter
mutton,B2,mutton
mutual,B1,mutual
my,A1,my
myself,A2,myself
mysterious,A2,mysterious
mystery,A2,mystery
mystify,B2,mystify
myth,B1,myth
nail,B1,nail
naked,B1,naked
name,A1,name
name,B1,name
nano,B2,nano
nap,B1,nap
napkin,A2,napkin
narcissistic,B2,narcissistic
narrate,B1,narrate
narrative,B1,narrative
narrator,B2,narrator
narrow,B1,narrow
narrowly,B2,narrowly
nasty,B1,nasty
nation,A2,nation
national,A2,national
nationalist,B1,nationalist
nationality,A1,nationality
nationwide,B2,nationwide
nationwide,B2,nationwide
native,A2,native
native speaker,B2,native
natural,A2,natural
naturally,B1,naturally
nature,A2,nature
naughty,B2,naughty
naval,B2,naval
navigate,B2,navigate
navigation,B2,navigation
navy,B2,navy
navy blue,B1,navy
near,B1,near
near,B1,near
near,A1,near
nearby,B1,nearby
nearby,B1,nearby
nearly,A2,nearly
neat,B2,neat
necessarily,B2,necessarily
necessary,A2,necessary
necessity,B2,necessity
neck,A1,neck
necklace,B1,necklace
nectar,B1,nectar
need,A1,need
need,B2,need
need,A2,need
needle,B1,needle
needless,B2,needless
needy,B2,needy
negative,A2,negative
negatively,B2,negatively
neglect,B2,neglect
negotiate,B1,negotiate
negotiation,B1,negotiation
neighbor/neighbour,A1,neighbor
neighborhood/neighbourhood,B1,neighborhood
neighboring/neighbouring,B2,neighboring
neither,B2,neither
neither,B2,neither
neither,B2,neither
neither,B2,neither
nephew,B1,nephew
nerve,B2,nerve
nerves,B2,nerve
nervous,A2,nervous
nervously,B2,nervously
nervousness,B1,nervousness
ness,B1,ness
net,A2,net
net,B1,net
netsurfer/net surfer,B2,netsurfer
network,B1,network
neurosis,B2,neurosis
neutral,B1,neutral
never,A1,never
nevertheless,B1,nevertheless
new,A1,new
newborn,B1,newborn
newcomer,B1,newcomer
newly,B1,newly
news,A1,news
newscaster,B2,newscaster
newspaper,A1,newspaper
newsworthy,B2,newsworthy
next,A2,next
next,A2,next
next,B2,next
next door,B1,next
next to,A2,next
next-door,B1,next
nice,A1,nice
nicely,B2,nicely
nickname,B1,nickname
niece,B1,niece
night,A1,night
nightclub,B2,nightclub
nightlife,B1,nightlife
nightmare,B2,nightmare
nine,A1,nine
nineteen,A1,nineteen
ninety,A1,ninety
no,A1,no
no,A1,no
no one,A2,no
nobility,B2,nobility
noble,B2,noble
nobleman,B2,nobleman
nobody,A2,nobody
nod,B1,nod
nod,B2,nod
noise,A1,noise
noisily,B1,noisily
noisy,A2,noisy
nomad,B2,nomad
nomination,B2,nomination
nominee,B2,nominee
none,B1,none
nonetheless,B1,nonetheless
nonprofessional,B2,nonprofessional
nonsense,B1,nonsense
non-smoking,B2,non
noon,A2,noon
nor,B1,nor
normal,A2,normal
normally,B1,normally
north,A2,north
north,A2,north
north,A2,north
northeast,B1,northeast
northeast,B1,northeast
northeastern,B1,northeastern
northern,B1,northern
northward,B2,northward
northwest,B1,northwest
northwest,B1,northwest
northwestern,B1,northwestern
nose,A1,nose
nostril,B2,nostril
not,A1,not
note,A1,note
note,A1,note
notebook,A1,notebook
nothing,A1,nothing
notice,A2,notice
notice,B1,notice
noticeable,B1,noticeable
noticeboard,B1,noticeboard
notion,B1,notion
notorious,B1,notorious
nought,B2,nought
noun,A2,noun
nourish,B2,nourish
nourishment,B2,nourishment
novel,A2,novel
novelist,B1,novelist
novelty,B2,novelty
November,A1,November
now,A1,now
now,B2,now
nowadays,A2,nowadays
nowhere,B1,nowhere
nuclear,B1,nuclear
nucleus,B1,nucleus
nuisance,B2,nuisance
number,A1,number
numerical,B2,numerical
numerous,B1,numerous
nurse,A1,nurse
nurse,B1,nurse
nursery,B2,nursery
nut,B2,nut
nutrient,B1,nutrient
nutrition,B1,nutrition
nutritious,B1,nutritious
nutshell,B2,nutshell
oak,A2,oak
oath,B2,oath
obedience,B2,obedience
obedient,B2,obedient
obey,B2,obey
obituary,B2,obituary
object,B1,object
object,B2,object
objection,B1,objection
objective,B2,objective
objective,B1,objective
obligation,B2,obligation
observation,B1,observation
observe,B1,observe
observer,B2,observer
obsess,B2,obsess
obsession,B2,obsession
obsessive,B2,obsessive
obstacle,B1,obstacle
obtain,B1,obtain
obvious,B1,obvious
obviously,B1,obviously
occasion,B1,occasion
occasion,B1,occasion
occasional,B1,occasional
occasionally,B1,occasionally
occupation,A2,occupation
occupy,B1,occupy
occur,B1,occur
ocean,B1,ocean
o'clock,A1,o'clock
October,A1,October
odd,B2,odd
of,A1,of
off,A1,off
off,A2,off
off,B1,off
offend,B2,offend
offender,B2,offender
offense/offence,B2,offense
offensive,B1,offensive
offer,A2,offer
offer,A2,offer
offhand,B2,offhand
office,A1,office
officer,A1,officer
official,A2,official
official,B2,official
officially,B1,officially
offshore,B2,offshore
often,A1,often
oil,A2,oil
oily,B1,oily
ointment,B2,ointment
OK/okay,A1,ok
OK/okay,A1,ok
old,A1,old
old-fashioned,B1,old
olive,B2,olive
olive oil,A2,olive
Olympia,B2,Olympia
Olympiad,B2,olympiad
Olympic,A2,olympic
Olympics,A1,olympic
omelet/omelette,A2,omelet
on,A2,on
on,A1,on
once,A1,once
once,B2,once
one,A1,one
one,A1,one
one,A2,one
oneself,B1,oneself
onion,A2,onion
online,A2,online
online,A2,online
only,A1,only
only,A1,only
onstage,B1,onstage
onto/on to,B1,onto
open,A1,open
open,A1,open
opening,B1,open
openly,B2,openly
opera,A1,opera
operate,A2,operate
operation,B1,operation
operator,B2,operator
opinion,A2,opinion
opponent,B2,opponent
opportunity,A2,opportunity
oppose,A2,oppose
opposite,A2,opposite
opposite,B1,opposite
opposite,B1,opposite
opposite,A2,opposite
opposition,B1,opposition
oppress,B1,oppress
oppression,B1,oppression
optimism,B2,optimism
optimist,B2,optimist
optimistic,B2,optimistic
option,B1,option
optional,B2,optional
or,A1,or
oral,B2,oral
oral,B1,oral
orange,A1,orange
orange,A1,orange
orator,B2,orator
orbit,B1,orbit
orchestra,B1,orchestra
orchestral,B2,orchestral
orchid,B2,orchid
order,A1,order
order,A2,order
orderly,B1,orderly
ordinary,B1,ordinary
organ,B1,organ
organic,B1,organic
organism,B1,organism
organization/organisation,B1,organization
organize/organise,A2,organize
organized/organised,A2,organize
organizer/organiser,B2,organizer
origin,B1,origin
original,A2,original
original,B2,original
originality,B2,originality
originally,B2,originally
originate,B2,originate
ornament,B2,ornament
orphan,A2,orphan
other,A1,other
other,A2,other
otherwise,B1,otherwise
ought to,B1,ought
ounce,B2,ounce
our,A1,our
ours,A1,ours
ourselves,A2,ourselves
out,A1,out
out of,A2,out
outback,B2,outback
outbreak,B2,outbreak
outcome,B2,outcome
outdistance,B2,outdistance
outdo,B2,outdo
outdoor,B1,outdoor
outdoors,B1,outdoors
outer,B1,outer
outfit,B2,outfit
outgrow,B2,outgrow
outing,B2,out
outlaw,B1,outlaw
outlet,B2,outlet
outline,B2,outline
outline,B1,outline
outlive,B2,outlive
outlook,B2,outlook
out-of-date,B1,out
outpatient,B2,outpatient
output,B2,output
outrage,B2,outrage
outrageous,B2,outrageous
outshine,B2,outshine
outside,B2,outside
outside,A1,outside
outside,B2,outside
outside,A2,outside
outsider,B2,outsider
outskirts,B2,outskirt
outstanding,B1,outstanding
outward,B1,outward
outwardly,B2,outwardly
outweigh,B1,outweigh
oval,B2,oval
oven,A2,oven
over,A2,over
over,A1,over
overall,B2,overall
overall,B2,overall
overboard,B2,overboard
overbook,B2,overbook
overcoat,B2,overcoat
overcome,B1,overcome
overemphasize/overemphasise,B2,overemphasize
overestimate,B2,overestimate
overhear,B2,overhear
